CustomerID,Age,Gender,State,DeviceType,PaymentMethod,ProductCategory,TotalSpent(NGN),NumOrders,AvgOrderValue(NGN),DaysSinceLastOrder,NumComplaints,DiscountsUsed,SatisfactionScore,DeliveryDays,NumReturns,LoyaltyYears,Churned
CUS00216,61.0,Female,Oyo,Mobile,Cash,Food,21871.02,10,2187.1,105,0,0,4.4,1,2,2.5,NO
CUS00217,43.0,F,Borno,Mobile,Card,Auto,80133.75,8,10016.72,1,0,3,5.0,5,1,1.2,no
CUS00218,49.0,Female,Oyo,Desktop,card,Beauty,135044.53,6,22507.42,67,0,2,2.8,,0,1.7,Yes
CUS00219,23.0,Male,Delta,Desktop,USSD,N/A,115838.05,8,14479.76,27,0,0,5.0,1,0,5.8,False
CUS00220,49.0,male,Oyo,MOBILE,Bank Transfer,Fashion,148090.42,3,49363.47,34,2,0,2.5,3,0,2.2,NO
CUS00221,21.0,Female,Kaduna,Mobile,Transfer,Fashion,71370.16,8,8921.27,35,0,2,,1 days,1,1.1,No
CUS00222,28.0,F,Anambra,desktop,Bank Transfer,Fashion,145574.49,8,18196.81,20,0,2,2.8,3,1,0.3 years,NO
CUS00223,34.0,M,Abuja,mobile,card,Fashion,76301.31,1,76301.31,62,0,2,2.6,3,0,0.0,NO
CUS00224,55.0,f,Kaduna,Mobile,Card,Fashion,151221.33,12,12601.78,86,2,2,2.8,1,0,2.5,Yes
CUS00225,41.0,Male,Lagos,Tablet,nan,Books,84016.45,3,28005.48,59,2,0,3.4,7,0,3.0 yrs,1
CUS00226,22.0,M,Rivers,Mobile,card,FASHION,116825.41,8,14603.18,48,0,2,4.1,4,1,1.4,N
CUS00227,51.0,male,Delta,mobile,Transfer,food,151380.06,13,11644.62,15,0,4,4.2,2,1,2.0,N
CUS00228,23.0,Female,Kano,Desktop,Cash,Fashion,76295.76,12,6357.98,60,1,2,2.6,6,1,0.2,Y
CUS00229,39.0,f,Bauchi,Mobile,Bank Transfer,electronics,94827.5,8,11853.44,109,3,0,2.5,1,0,2.2,1
CUS00230,28.0,female,Kano,Mobile,Transfer,Fashion,142998.85,6,23833.14,33,1,2,2.6,1,0,2.7,no
CUS00231,33.0,male,Kaduna,mobile,Transfer,Electronics,79014.86,12,6584.57,33,0,0,3.4,1,1,1.2,No
CUS00232,50.0,female,Lagos,PC,Card,electronics,25559.85,11,2323.62,28,0,3,3.3,7,1,4.5,yes
CUS00233,26.0,f,Borno,Desktop,Transfer,Sports,181435.32,4,45358.83,30,0,3,2.5,4,1,0.7,N
CUS00234,23.0,m,Kaduna,desktop,Debit Card,Fashion,63860.6,4,15965.15,1,1,0,3.8,5,0,2.4,0
CUS00235,33.0,female,Rivers,desktop,Cash,Food,92144.02,1,92144.02,57,0,4,5.0,4,0,3.3,No
CUS00236,46.0,female,Anambra,PC,Transfer,Fashion,137020.3,8,17127.54,19,1,0,3.0/5,5,1,1.9,Yes
CUS00237,20.0,Male,Imo,MOBILE,Transfer,Home,57617.77,7,8231.11,1,0,6,3.1,4,1,1.7,No
CUS00238,37.0,Male,Bauchi,mobile,Transfer,Food,39645.94,13,3049.69,67,0,2,4.1,4,1,0.0,no
CUS00239,53.0,F,Rivers,desktop,N/A,N/A,NGN96418.18,9,10713.13,12,0,0,2.9,4,0,4.0,YES
CUS00240,36.0,Male,Delta,Phone,Transfer,Electronics,4311.56,14,307.97,34,3,0,4.2,2,1,1.7,NO
CUS00241,43.0,M,Borno,Desktop,nan,Food,72044.23,4,18011.06,88,2,3,2.8,3,2,2.8,Y
CUS00242,20.0,Female,Delta,Desktop,Cash,Food,96026.74,13,7386.67,2,3,2,5.0,4,0,3.0,NO
CUS00243,36.0,Female,Kaduna,Mobile,Transfer,Beauty,72852.16,5,14570.43,1,1,2,3.8,4,0,1.1,No
CUS00244,37.0,female,Lagos,MOBILE,POS,Fashion,15544.71,11,1413.16,53,0,6,2.9/5,1,2,1.7,1
CUS00245,49.0,m,Rivers,MOBILE,Cash,Home,156738.01,1,156738.01,79,2,1,2.9,1,0,4.0 yrs,yes
CUS00246,24.0,Male,Enugu,Mobile,ussd,electronics,89659.22,9,9962.14,1,0,3,3.0,6,1,0.3,no
CUS00247,58.0,F,Borno,mobile,nan,FASHION,149401.85,1,149401.85,57,1,5,4.9,3,0,5.2,0
CUS00248,50.0,FEMALE,Lagos,Tablet,Card,Auto,73298.37,6,12216.39,62,0,3,2.2,5,0,0.9,YES
CUS00249,57.0,Male,Anambra,Mobile,Card,electronics,45399.46,10,4539.95,1,0,0,2.8,1,2,0.2,N
CUS00250,56.0,MALE,Borno,Laptop,ussd,Beauty,97113.14,5,19422.63,68,3,4,2.9,1,0,2.2,True
CUS00251,35.0,Female,Delta,Mobile,Transfer,Auto,75289.58,2,37644.79,71,1,0,3.5,2,0,5.3,0
CUS00252,57.0,Female,Borno,Mobile,Transfer,Fashion,32000.73,12,2666.73,35,1,5,3.2,3,1,0.0,NO
CUS00253,18.0,f,Imo,mobile,Card,Food,151140.29,7,21591.47,82,0,1,2.0,2,1,1.8,No
CUS00254,28.0,Female,Kaduna,desktop,Card,Fashion,56997.84,5,11399.57,79,1,8,3.1,6,0,2.7,1
CUS00255,45.0,male,Oyo,Mobile,Debit Card,Food,2188.01,8,273.5,48,0,5,3.4,4 days,1,2.1 years,NO
CUS00256,42.0,MALE,Delta,desktop,Card,Fashion,144767.47,21,6893.69,31,1,1,2.9,7,0,2.6,yes
CUS00257,40.0,Male,Imo,mobile,Cash,food,62306.59,13,4792.81,15,0,3,4.2,4,1,0.9,False
CUS00258,48.0 years,male,Bauchi,Mobile,transfer,Fashion,₦57647.92,13,4434.46,43,1,4,4.4,1,1,1.1,False
CUS00259,47.0,f,Abuja,Mobile,USSD,Electronics,5557.56,10,555.76,62,1,4,3.4,6,0,1.8,False
CUS00260,59.0,Male,Oyo,mobile,Card,Beauty,163342.37,8,20417.8,35,0,3,3.7,1-2 days,1,0.3,NO
CUS00261,52.0,FEMALE,Kaduna,Mobile,Debit Card,Electronics,26973.37,1,26973.37,1,1,5,1.3,4,1,1.9,YES
CUS00262,24.0,F,Enugu,PC,Card,Electronics,87630.23,4,21907.56,83,0,2,3.1,2,0,1.4,No
CUS00263,33.0,male,Oyo,MOBILE,Debit Card,Fashion,126067.91,5,25213.58,50,0,2,4.5,8,0,1.3,False
CUS00264,43.0,male,Bauchi,Laptop,POS,Food,103977.26,1,103977.26,33,1,2,3.1,6,3,2.5,yes
CUS00265,190.0,Female,Lagos,Mobile,USSD,Food,82315.56,2,41157.78,70,2,4,2.8 stars,2,2,0.0,Y
CUS00266,18.0,m,Enugu,Laptop,card,Books,8425.04,1,8425.04,90,0,3,5.0/5,3,0,1.7 yrs,False
CUS00267,29.0,m,Delta,Desktop,Cash,Home,48562.38,7,6937.48,1,1,3,5.0,4,0,5.5,0
CUS00268,22.0,male,Enugu,Desktop,USSD,Food,93451.02,12,7787.58,58,0,4,4.0,5,0,0.4,0
CUS00269,54.0,female,Rivers,Mobile,POS,Fashion,49577.17,13,3813.63,2,0,0,4.6,4,2,3.9,no
CUS00270,49.0,male,Bauchi,Mobile,POS,Fashion,94151.18,10,9415.12,59,0,3,1.3,1,0,2.1,NO
CUS00271,26.0,M,Borno,desktop,Transfer,Books,115678.45,3,38559.48,48,0,3,2.7,2,0,1.1,N
CUS00272,58.0,male,Imo,Tablet,transfer,Electronics,128312.63,1,128312.63,64,2,6,3.0,3,0,0.0,True
CUS00273,52.0,F,Oyo,Mobile,POS,Electronics,29821.93,1,29821.93,30,1,0,3.3,6,0,2.2,N
CUS00274,36.0,F,Rivers,mobile,N/A,Books,183849.07,1,183849.07,1,0,6,3.0,4,0,4.2,0
CUS00275,33.0,female,Enugu,Mobile,card,Food,119536.57,3,39845.52,31,0,3,1.0,2,1,1.4,yes
CUS00276,20.0,M,Rivers,mobile,Cash,Electronics,84922.86,7,12131.84,57,1,3,3.9,5,0,1.9,No
CUS00277,37.0,Male,Kano,Desktop,Transfer,Fashion,134029.15,2,67014.58,75,1,6,4.0,3,0,3.5,0
CUS00278,41.0,Male,Bauchi,MOBILE,N/A,FASHION,191443.35,9,21271.48,9,0,4,5.0,5,1,2.5,0
CUS00279,50.0,M,Imo,MOBILE,Card,electronics,20257.6,6,3376.27,75,2,3,2.7,9,1,0.0,True
CUS00280,41.0,female,Anambra,Tablet,card,Home,74863.18,8,9357.9,25,2,3,2.6,3,1,2.1,YES
CUS00281,28.0,F,Lagos,Desktop,Transfer,Food,500.0,13,38.46,55,1,2,1.0,5,0,4.3,1
CUS00282,25.0,male,Enugu,Desktop,Transfer,Beauty,93669.32,2,46834.66,29,1,2,3.2,2,0,1.9,0
CUS00283,53.0,M,Bauchi,MOBILE,USSD,food,101442.74,10,10144.27,50,1,1,4.4,3,0,0.0,False
CUS00284,55.0,male,Anambra,Desktop,nan,food,83237.7,7,11891.1,71,1,2,2.9,4,1,2.6,YES
CUS00285,57.0,Female,Anambra,Mobile,Card,Fashion,55545.99,6,9257.66,8,2,0,5.0,3,0,1.7,N
CUS00286,37.0,M,Kaduna,Mobile,card,Auto,500.0,12,41.67,24,2,3,3.2,8,1,0.0,Yes
CUS00287,52.0,female,Imo,Tablet,Card,Fashion,101809.02,12,8484.09,50,0,2,3.6,3,1,0.0,Y
CUS00288,42.0,FEMALE,Rivers,Tablet,Transfer,Fashion,150494.55,3,50164.85,117,0,2,2.1,5,1,3.5,Yes
CUS00289,52.0,M,Anambra,MOBILE,USSD,Home,58404.17,7,8343.45,19,0,3,3.8,1,0,0.9,No
CUS00290,42.0,Male,Kano,Mobile,card,Food,104802.7,9,11644.74,106,2,0,1.5,4,0,0.6,Yes
CUS00291,46.0,Male,Bauchi,Desktop,Transfer,FASHION,14433.51,6,2405.58,105,0,6,4.2,6,0,1.9 yrs,YES
CUS00292,35.0,Male,Abuja,MOBILE,Transfer,Electronics,105574.59,10,10557.46,42,1,2,4.2,2 days,2,1.0,Yes
CUS00293,63.0,male,Abuja,MOBILE,Card,Beauty,67297.8,9,7477.53,36,1,2,4.9,1,1,2.2,False
CUS00294,35.0,Female,Borno,Desktop,Transfer,FASHION,50691.19,17,2981.83,24,2,1,2.5,3-4 days,0,1.7 yrs,True
CUS00295,19.0 years,F,Borno,Tablet,N/A,FASHION,50783.64,1,50783.64,42,1,3,3.7,4,1,0.2,True
CUS00296,52.0,M,Enugu,Desktop,N/A,Fashion,67287.48,7,9612.5,2,0,5,4.1,5,1,1.2,No
CUS00297,33.0,Male,Borno,PC,Transfer,Food,-102209.5,3,34069.83,42,0,5,3.9,8,1,2.7,False
CUS00298,58.0,M,Delta,Mobile,card,Sports,25952.66,11,2359.33,89,0,4,2.6,3,0,2.1,True
CUS00299,53.0,Female,Rivers,PC,POS,Fashion,67129.81,1,67129.81,26,0,4,1.1,2,1,1.9,yes
CUS00300,50.0,M,Delta,desktop,Card,food,83133.77,9,9237.09,37,0,2,3.8,1,2,4.9,No
CUS00301,21.0,Female,Anambra,mobile,Bank Transfer,FASHION,35543.23,4,8885.81,1,0,0,3.3,4,2,3.1,False
CUS00302,50.0,MALE,Bauchi,Mobile,N/A,Fashion,165849.93,4,41462.48,56,3,2,2.9,4,3,3.3,Y
CUS00303,31.0,Male,Enugu,Tablet,Card,Electronics,46592.7,1,46592.7,52,0,2,4.3,2,0,1.8,NO
CUS00304,38.0,f,Oyo,Desktop,Transfer,Electronics,54875.34,5,10975.07,46,3,5,3.5,5,2,2.3,True
CUS00305,37.0,M,Anambra,Mobile,N/A,FASHION,40976.14,13,3152.01,38,2,3,2.2,4,0,1.4 years,yes
CUS00306,25.0,MALE,Rivers,desktop,card,Fashion,165931.6,7,23704.51,36,2,6,1.6,4,1,3.2,YES
CUS00307,,male,Abuja,Laptop,Card,Food,NGN109880.74,11,9989.16,60,0,5,2.4,2,1,1.8,NO
CUS00308,20.0,female,Imo,mobile,Transfer,Food,42853.36,16,2678.34,44,1,2,5.0,3,0,2.3,N
CUS00309,34.0,female,Borno,desktop,USSD,Beauty,134780.42,9,14975.6,54,0,0,4.2,1,1,2.2,N
CUS00310,50.0,F,Kaduna,Mobile,transfer,Electronics,94031.44,5,18806.29,51,2,5,3.7,4,1,2.0,N
CUS00311,29.0,F,Bauchi,Desktop,ussd,Fashion,96576.4,10,9657.64,78,0,5,3.3,4,0,6.4,0
CUS00312,,F,Lagos,Mobile,nan,FASHION,69498.53,5,13899.71,65,0,0,3.3,4,2,1.0,yes
CUS00313,39.0,F,Imo,mobile,Transfer,FASHION,51276.28,5,10255.26,50,0,6,4.7,5,0,1.0 yrs,no
CUS00314,63.0,Male,Delta,PC,card,Books,NGN100199.47,1,100199.47,90,0,3,3.0,4,2,3.0,True
CUS00315,47.0,Female,Borno,desktop,card,Electronics,60471.07,12,5039.26,57,0,3,4.1,3,2,1.1,yes
CUS00316,55.0,male,Enugu,Mobile,USSD,Fashion,₦166754.0,6,27792.33,84,2,6,3.2,4,0,1.6,YES
CUS00317,55.0 years,F,Delta,Desktop,Transfer,Sports,27881.9,8,3485.24,63,0,5,5.0,1,0,0.4,NO
CUS00318,-62.0,female,Bauchi,mobile,nan,Fashion,154127.05,2,77063.52,1,0,4,4.2,2,0,-2.7,False
CUS00319,25.0,male,Delta,Desktop,Bank Transfer,FASHION,79990.65,10,7999.06,84,1,3,4.7,4,0,2.8,NO
CUS00320,44.0,f,Bauchi,MOBILE,Cash,Sports,98458.86,4,24614.72,49,3,4,2.9,2,0,1.5,True
CUS00321,44.0,Female,Delta,MOBILE,transfer,Electronics,122492.1,7,17498.87,43,2,2,4.6,5,2,3.1,Y
CUS00322,51.0,Female,Imo,mobile,Transfer,FASHION,56638.78,12,4719.9,53,0,2,3.2,2,2,0.0 yrs,0
CUS00323,38.0,Female,Kano,Desktop,card,food,123891.18,11,11262.83,34,0,1,3.6,4,1,0.9,no
CUS00324,470.0,M,Imo,Mobile,transfer,Electronics,500.0,7,71.43,51,4,2,5.0,4,0,1.7,yes
CUS00325,50.0,MALE,Oyo,Mobile,card,Beauty,52600.47,1,52600.47,27,4,2,2.5,5-6 days,0,0.2,yes
CUS00326,,Female,Anambra,Desktop,nan,Fashion,43417.17,22,1973.51,83,1,1,3.7,5,0,0.0,1
CUS00327,64.0,female,Anambra,Desktop,transfer,Food,28592.23,16,1787.01,41,0,3,3.9,5,0,1.5,no
CUS00328,50.0,M,Rivers,desktop,USSD,Fashion,75327.03,11,6847.91,33,2,2,4.0,1,0,3.0,N
CUS00329,22.0,male,Borno,desktop,Debit Card,Beauty,-102358.75,4,25589.69,17,0,4,3.0,6,3,3.9 years,1
CUS00330,36.0,male,Imo,Mobile,Transfer,food,116619.7,7,16659.96,53,0,0,5.0,7,1,1.2,0
CUS00331,21.0,Female,Imo,Desktop,USSD,Beauty,95839.45,5,19167.89,50,2,2,2.2,3,0,3.1,True
CUS00332,52.0,F,Lagos,Mobile,Transfer,Electronics,55043.79,14,3931.7,56,1,3,5.0,4,1,3.0,N
CUS00333,34.0,M,Lagos,Mobile,USSD,Sports,101605.74,9,11289.53,14,0,2,4.7,2,0,3.8,No
CUS00334,61.0 years,Male,Rivers,MOBILE,Debit Card,Fashion,90592.86,4,22648.22,1,0,2,5.0,1,0,1.5,No
CUS00335,45.0,M,Kaduna,Mobile,Cash,electronics,127122.53,5,25424.51,63,1,0,1.9,2,0,0.0,True
CUS00336,47.0,Male,Anambra,Desktop,Debit Card,Food,119962.15,13,9227.86,89,1,3,2.6,2,2,2.1,True
CUS00337,46.0,M,Kaduna,Mobile,card,Fashion,86371.44,16,5398.22,14,1,4,5.0,3,0,0.5,False
CUS00338,63.0,F,Borno,Phone,Transfer,Fashion,44623.61,15,2974.91,92,2,3,1.6,2,0,0.9,yes
CUS00339,23.0,F,Bauchi,mobile,Bank Transfer,Books,55617.24,11,5056.11,53,0,5,1.9/5,2 days,2,1.5,YES
CUS00340,52.0,male,Bauchi,Mobile,Transfer,Fashion,60259.48,6,10043.25,44,1,3,3.0,3,0,1.5,False
CUS00341,58.0,Male,Abuja,mobile,Transfer,Books,70813.01,1,70813.01,33,0,3,3.7,2,0,2.2,0
CUS00342,54.0,male,Delta,desktop,card,Fashion,97062.27,9,10784.7,3,0,3,5.0,5,0,3.1,No
CUS00343,41.0,Female,Lagos,Laptop,Transfer,Fashion,117182.85,7,16740.41,74,2,4,3.3,5,1,1.4,yes
CUS00344,46.0,Female,Abuja,Mobile,Card,Food,82699.66,8,10337.46,21,0,0,2.9,8,1,2.6,Y
CUS00345,,FEMALE,Oyo,Phone,transfer,food,85725.62,8,10715.7,21,0,1,3.8,6,2,2.0,NO
CUS00346,48.0,Male,Rivers,PC,card,FASHION,91448.78,1,91448.78,74,0,6,4.0,4,0,3.4,No
CUS00347,52.0,F,Rivers,PC,USSD,Fashion,61784.26,10,6178.43,1,2,0,3.9 stars,2,1,1.7,No
CUS00348,50.0 years,F,Bauchi,mobile,N/A,Food,43357.35,11,3941.58,1,1,2,3.3,4,0,1.9,Yes
CUS00349,38.0,Female,Imo,mobile,card,Electronics,6005.29,11,545.94,44,2,5,1.5,4,0,1.4,1
CUS00350,49.0,Female,Anambra,Desktop,Bank Transfer,Beauty,53718.28,12,4476.52,53,0,2,2.6,2,1,1.8,0
CUS00351,40.0,Female,Kaduna,tablet,Card,Food,106291.55,11,9662.87,59,0,2,4.9,5,1,0.8,0
CUS00352,50.0,FEMALE,Lagos,mobile,card,FASHION,53368.99,5,10673.8,35,0,3,3.7,1,1,0.7,NO
CUS00353,20.0,M,Abuja,desktop,Bank Transfer,FASHION,NGN74298.68,7,10614.1,120,0,2,3.2,3,1,3.2,Yes
CUS00354,35.0,Female,Kaduna,Desktop,card,Food,105989.41,8,13248.68,38,0,3,4.6,5,0,0.4,False
CUS00355,42.0,M,Imo,desktop,ussd,Food,108431.03,8,13553.88,38,0,1,2.4 stars,3,0,1.5,YES
CUS00356,59.0,male,Abuja,MOBILE,USSD,electronics,36421.02,12,3035.08,21,2,5,33.0,3,1,3.5,1
CUS00357,48.0,Male,Delta,Mobile,Card,Auto,129867.67,11,11806.15,48,0,5,3.6 stars,3,2,1.5,0
CUS00358,20.0,M,Oyo,MOBILE,Cash,Electronics,135730.75,,7540.6,63,3,2,3.1,2,2,3.2,1
CUS00359,57.0,F,Oyo,mobile,USSD,Fashion,34156.76,19,1797.72,81,1,0,3.6,6,1,1.1,N
CUS00360,63.0,m,Kaduna,MOBILE,Bank Transfer,Food,47927.34,8,5990.92,1,0,1,3.3,1,1,0.4,no
CUS00361,41.0,Female,Kaduna,Desktop,Transfer,Fashion,138599.08,1,138599.08,37,2,2,2.1,4,1,0.0,Y
CUS00362,49.0,Female,Kaduna,Desktop,N/A,Fashion,78391.59,14,5599.4,58,0,4,3.7,4,1,4.0,Yes
CUS00363,64.0,Female,Abuja,PC,N/A,Electronics,500.0,5,100.0,62,0,0,2.2,,0,0.3,True
CUS00364,-39.0,male,Delta,Mobile,Transfer,Sports,22014.33,3,7338.11,45,0,1,3.7,4,1,3.1,Yes
CUS00365,40.0,Female,Kano,MOBILE,Transfer,Fashion,73778.37,6,12296.39,61,3,4,4.9,2,0,0.5,NO
CUS00366,19.0,F,Kaduna,Tablet,POS,Electronics,32663.08,,6532.62,20,0,4,3.2,6,0,4.0,no
CUS00367,44.0,female,Anambra,mobile,N/A,Fashion,66395.93,,6035.99,91,1,1,2.3,1,2,5.3,YES
CUS00368,59.0,female,Borno,Desktop,USSD,Auto,86457.83,1,86457.83,74,0,0,3.4,2-3 days,1,0.0,0
CUS00369,19.0,M,Imo,mobile,Transfer,electronics,-150801.46,2,75400.73,4,1,9,2.7,1,0,0.4,0
CUS00370,43.0,FEMALE,Borno,Desktop,card,Food,71929.57,9,7992.17,12,3,4,4.1,1,0,3.2,False
CUS00371,34.0,F,Lagos,Mobile,transfer,Food,133264.38,11,12114.94,13,2,2,3.4,7,0,,Yes
CUS00372,57.0,F,Lagos,Mobile,Transfer,food,149294.21,11,13572.2,65,0,4,5.0,5,0,3.2,NO
CUS00373,50.0,Male,Imo,Mobile,ussd,Fashion,149543.94,4,37385.98,6,2,2,4.7,4 days,2,1.1,N
CUS00374,26.0,f,Abuja,Laptop,Card,Fashion,97813.96,3,32604.65,35,1,4,3.3,2,1,5.0,0
CUS00375,60.0,Male,Imo,Laptop,Card,Fashion,500.0,5,100.0,58,1,3,4.2,5,3,2.2,True
CUS00376,56.0,Female,Borno,Desktop,USSD,Fashion,105737.12,9,11748.57,43,2,3,3.1,2,2,0.2,True
CUS00377,,Male,Borno,desktop,USSD,Food,132177.99,15,8811.87,52,2,2,3.5,5 days,1,1.6,YES
CUS00378,59.0,male,Kaduna,Desktop,Transfer,FASHION,81351.98,1,81351.98,13,0,0,3.1,2,1,0.2,No
CUS00379,43.0,Female,Bauchi,desktop,Cash,Sports,163506.27,6,27251.04,62,1,6,4.3,2,0,4.4,no
CUS00380,52.0,Male,Rivers,MOBILE,Transfer,Food,123692.51,1,123692.51,26,0,1,,5,0,1.0,False
CUS00381,42.0,Male,Kano,PC,Transfer,FASHION,110572.3,1,110572.3,35,0,0,4.3,5,2,2.7,YES
CUS00382,41.0,Male,Borno,Desktop,Transfer,Electronics,133887.13,12,11157.26,52,0,2,4.4,5,2,1.3,0
CUS00383,30.0,F,Anambra,MOBILE,nan,Fashion,100001.64,10,10000.16,48,0,1,4.4,1,0,1.1,no
CUS00384,24.0,male,Imo,Mobile,USSD,Beauty,500.0,10,50.0,45,0,2,4.1,3 days,1,0.0,no
CUS00385,530.0,Female,Delta,Laptop,USSD,Sports,62538.75,12,5211.56,22,2,4,2.4,4,2,2.9,Yes
CUS00386,62.0,M,Bauchi,Mobile,card,Electronics,138872.56,5,27774.51,36,0,4,5.0,2 days,1,3.9,NO
CUS00387,37.0,male,Borno,mobile,nan,Food,48658.39,5,9731.68,45,5,4,5.0,6,0,0.6,Yes
CUS00388,18.0,Male,Imo,desktop,Transfer,Sports,74943.74,18,4163.54,3,3,2,3.3,1,1,0.0,False
CUS00389,25.0,Female,Oyo,desktop,transfer,Home,37982.37,6,6330.4,31,0,3,3.1,2,0,3.2,False
CUS00390,63.0,f,Bauchi,Mobile,ussd,Sports,165276.52,11,15025.14,56,1,3,4.1,2 days,2,0.0,Y
CUS00391,33.0,F,Abuja,PC,transfer,Fashion,160667.16,8,20083.4,6,1,0,4.1 stars,1,2,3.8,NO
CUS00392,31.0,Female,Kano,Mobile,Card,Electronics,45225.9,1,45225.9,79,0,4,3.3,1,2,0.6,0
CUS00393,29.0,F,Enugu,mobile,transfer,Food,91628.41,1,91628.41,83,1,0,2.2,5,0,0.3,Y
CUS00394,40.0,Female,Enugu,Mobile,Card,Electronics,54377.77,5,10875.55,7,0,7,3.8,4,0,2.4,N
CUS00395,32.0,F,Kaduna,Desktop,card,food,112672.51,13,8667.12,85,0,2,4.1,7 days,2,0.4,True
CUS00396,45.0,Male,Kaduna,mobile,ussd,Food,107935.74,11,9812.34,40,1,2,4.2,7,0,0.9,False
CUS00397,51.0,Male,Abuja,Desktop,Transfer,Fashion,121526.75,12,10127.23,57,0,1,3.8,4,0,2.5,0
CUS00398,19.0,Male,Delta,Mobile,Bank Transfer,Books,99936.33,3,33312.11,30,1,1,3.2,4,1,0.0 years,Y
CUS00399,49.0,m,Kaduna,Mobile,Card,Food,-217093.28,16,13568.33,72,1,7,4.5,4,0,4.5,no
CUS00400,40.0,female,Rivers,Desktop,Bank Transfer,Fashion,38743.43,3,12914.48,57,1,4,3.6,1,2,2.1 years,YES
CUS00401,39.0 years,Male,Borno,tablet,Cash,Auto,8022.85,9,891.43,20,0,0,3.0,1 days,1,0.1,no
CUS00402,42.0,Male,Kano,Phone,Transfer,electronics,67310.94,7,9615.85,10,2,6,3.3,4,1,0.5,Yes
CUS00403,39.0,female,Imo,Mobile,Card,Home,14440.53,7,2062.93,1,0,5,1.8,5,0,3.5,0
CUS00404,39.0,Male,Abuja,Desktop,N/A,Electronics,17839.2,14,1274.23,50,1,2,3.3,4,2,2.9,YES
CUS00405,59.0,Female,Lagos,Mobile,Card,Beauty,39940.84,4,9985.21,62,2,3,4.2,2,1,4.1,0
CUS00406,23.0,f,Imo,Mobile,Transfer,Books,43501.5,1,43501.5,64,0,2,3.8,5,0,1.0,0
CUS00407,32.0,Female,Imo,desktop,Transfer,Electronics,₦42042.19,8,5255.27,41,1,6,5.0,6,0,2.4,no
CUS00408,60.0,male,Oyo,mobile,transfer,Fashion,108319.85,6,18053.31,10,0,1,3.2,5,0,2.6,no
CUS00409,54.0,f,Abuja,Mobile,card,electronics,₦62221.49,24,2592.56,24,2,3,4.0,5,0,3.0,No
CUS00410,50.0,Female,Abuja,Mobile,Card,Electronics,76921.84,11,6992.89,79,0,2,4.3,2,2,3.7,NO
CUS00411,25.0,Male,Enugu,Mobile,Transfer,Books,125240.47,5,25048.09,30,2,0,5.0,6,0,0.9,0
CUS00412,61.0,Female,Anambra,MOBILE,Transfer,Food,50515.49,2,25257.74,49,0,7,3.6,4,0,1.8,N
CUS00413,61.0,MALE,Delta,Laptop,Transfer,Food,73095.43,1,73095.43,12,0,0,2.5,5,1,1.1,No
CUS00414,22.0,FEMALE,Anambra,Mobile,USSD,Electronics,101459.2,,50729.6,55,2,3,4.3,4,1,1.9,1
CUS00415,56.0,female,Rivers,Mobile,ussd,Auto,500.0,8,62.5,31,0,0,5.0,3,0,3.0,No
CUS00416,21.0,Male,Lagos,Phone,Transfer,Food,500.0,15,33.33,76,1,2,3.2/5,2,1,0.0,0
CUS00417,23.0,female,Imo,PC,USSD,Beauty,100575.28,13,7736.56,68,0,3,4.3,3,0,3.7,no
CUS00418,62.0,m,Enugu,Desktop,USSD,Home,107140.64,9,11904.52,30,1,1,4.7,5,0,0.3,False
CUS00419,49.0,male,Lagos,Mobile,nan,Home,177889.91,6,29648.32,41,0,4,4.5,3,1,1.5,Yes
CUS00420,47.0,m,Imo,Mobile,N/A,food,92114.27,9,10234.92,28,0,2,3.6,5,1,3.9,Yes
CUS00421,64.0,MALE,Rivers,mobile,Bank Transfer,Beauty,121888.29,5,24377.66,2,0,5,28.0,5,0,2.5,False
CUS00422,52.0,male,Anambra,Desktop,Transfer,Food,76203.73,16,4762.73,19,0,5,3.4,3,2,2.5,yes
CUS00423,57.0,F,Abuja,Mobile,Card,food,98375.22,7,14053.6,50,0,1,4.0,6,1,0.2,No
CUS00424,33.0,Female,Kaduna,mobile,Transfer,Sports,160026.56,7,22860.94,54,0,3,4.4,3,1,0.4,no
CUS00425,30.0,Male,Kaduna,Mobile,Transfer,Fashion,500.0,1,500.0,49,1,3,3.8,7,2,3.4,Y
CUS00426,59.0,male,Borno,MOBILE,card,Electronics,103612.73,7,14801.82,35,3,4,3.1,4,2,1.1,1
CUS00427,47.0,Female,Bauchi,Desktop,Debit Card,Auto,181101.4,12,15091.78,72,1,3,4.1,3,2,1.3,N
CUS00428,36.0,FEMALE,Oyo,Mobile,Bank Transfer,Food,97691.54,2,48845.77,46,2,3,4.4,2,1,3.4,0
CUS00429,34.0,f,Delta,mobile,Bank Transfer,Home,159275.78,4,39818.94,66,2,2,3.9,3,1,0.4 years,False
CUS00430,36.0,female,Rivers,Desktop,USSD,Food,56685.45,11,5153.22,1,2,3,2.7,3,1,2.4,YES
CUS00431,45.0,Male,Oyo,Laptop,transfer,Fashion,83557.86,1,83557.86,1,3,5,3.3,1,0,2.1,no
CUS00432,43.0,Female,Borno,mobile,Transfer,Sports,86508.61,13,6654.51,53,0,4,4.4,3,1,2.0,NO
CUS00433,54.0,Male,Borno,Mobile,Card,Electronics,500.0,5,100.0,2,0,4,2.1,2,1,1.2,YES
CUS00434,43.0,male,Delta,desktop,ussd,Food,32432.0,6,5405.33,38,2,4,1.4,5,1,1.1,yes
