,CustomerID,Age,Gender,State,DeviceType,PaymentMethod,ProductCategory,TotalSpent(NGN),NumOrders,AvgOrderValue(NGN),DaysSinceLastOrder,NumComplaints,DiscountsUsed,SatisfactionScore,DeliveryDays,NumReturns,LoyaltyYears,Churned,SatisfactionIndex,LoyaltyIndex
187,CUS00188,44,Female,Abuja,Mobile,POS,Electronics,83139.83,8,10392.48,58,0,5,2.7,2,0,2.1,No,1.35,5.67
188,CUS00189,26,Male,Bauchi,Mobile,Bank transfer,Food,85881.98,1,85881.98,50,1,4,4.2,2,0,0.0,No,1.4,0.0
189,CUS00190,54,Female,Anambra,Mobile,Debit card,Auto,48890.65,8,6111.33,40,1,3,5.0,5,1,0.1,No,0.833,0.5
190,CUS00191,50,Female,Anambra,Mobile,Bank transfer,Food,111051.79,5,22210.36,69,0,3,4.6,6,1,3.1,No,0.767,14.26
191,CUS00192,59,Female,Enugu,Laptop,USSD,Fashion,105701.9,15,7046.79,81,1,1,4.0,6,1,1.7,Yes,0.571,6.8
192,CUS00193,61,Female,Rivers,Desktop,USSD,Fashion,154319.86,15,10287.99,1,0,3,4.6,5,0,3.9,No,0.92,17.94
193,CUS00194,41,Female,Abuja,Mobile,USSD,Fashion,141490.74,11,12862.79,27,2,5,1.8,1,0,0.2,Yes,0.6,0.36
194,CUS00195,32,Female,Kano,Mobile,Debit card,Fashion,54144.63,6,9024.1,69,0,1,3.0,3,1,1.9,Yes,1.0,5.7
195,CUS00196,49,Female,Borno,Tablet,Debit card,Beauty,121913.43,17,7171.38,30,0,0,2.6,7,1,2.6,Yes,0.371,6.76
196,CUS00197,49,Female,Kaduna,Desktop,Bank transfer,Food,42207.1,1,42207.1,21,0,4,4.7,6,1,0.2,No,0.783,0.94
197,CUS00198,41,Male,Borno,Tablet,Bank transfer,Electronics,116316.94,1,116316.94,75,1,3,3.1,1,0,3.5,No,1.55,10.85
198,CUS00199,58,Female,Borno,Tablet,Debit card,Fashion,61752.36,7,8821.77,6,1,0,4.3,3,0,2.8,No,1.075,12.04
199,CUS00200,29,Male,Oyo,Mobile,USSD,Fashion,38953.6,19,2050.19,35,0,1,4.0,4,1,0.0,No,1.0,0.0
200,CUS00201,56,Female,Borno,Pc,Bank transfer,Fashion,97602.04,6,16267.01,54,0,1,2.6,2,0,1.9,Yes,1.3,4.94
201,CUS00202,19,Male,Anambra,Mobile,USSD,Electronics,500.0,7,71.43,27,0,1,2.9,1,1,2.6,No,2.9,7.54
202,CUS00203,20,Male,Kaduna,Tablet,Debit card,Beauty,6206.1,1,6206.1,68,0,2,4.8,4,0,1.1,No,1.2,5.28
203,CUS00204,54,Male,Kaduna,Mobile,POS,Electronics,77012.87,12,6417.74,27,2,2,2.7,2,0,0.0,No,0.675,0.0
204,CUS00205,34,Female,Lagos,Mobile,USSD,Food,88709.88,12,7392.49,87,0,1,3.6,2,0,2.4,No,1.8,8.64
205,CUS00206,19,Male,Rivers,Mobile,Debit card,Fashion,68380.66,11,6216.42,41,2,1,2.7,3,0,5.3,Yes,0.54,14.31
206,CUS00207,19,Female,Oyo,Desktop,Debit card,Home,13925.37,4,3481.34,65,3,2,3.2,3,1,1.4,Yes,0.533,4.48
207,CUS00208,45,Female,Borno,Desktop,Bank transfer,Electronics,48194.87,4,12048.72,67,0,3,3.5,3,0,4.4,No,1.167,15.4
208,CUS00209,40,Male,Imo,Desktop,Cash,Food,102604.42,1,102604.42,26,0,2,2.7,2,1,0.9,No,1.35,2.43
209,CUS00210,54,Female,Kano,Phone,Cash,Food,111180.18,8,13897.52,1,4,5,2.5,4,1,2.3,Yes,0.312,5.75
210,CUS00211,49,Male,Bauchi,Phone,USSD,Fashion,84269.96,2,42134.98,55,3,4,3.8,1,0,3.2,No,0.95,12.16
211,CUS00212,50,Male,Lagos,Pc,Debit card,Beauty,137057.52,2,68528.76,47,0,0,2.7,4,0,2.0,Yes,0.675,5.4
212,CUS00213,18,Male,Kaduna,Desktop,Bank transfer,Fashion,102882.87,5,20576.57,61,1,4,2.7,1,3,1.6,Yes,1.35,4.32
213,CUS00214,36,Female,Kaduna,Desktop,Debit card,Electronics,51364.5,5,10272.9,38,1,4,2.6,3,0,3.1,No,0.65,8.06
214,CUS00215,19,Male,Delta,Mobile,Bank transfer,Electronics,72377.41,5,14475.48,32,2,2,3.4,5,1,4.8,Yes,0.486,16.32
215,CUS00216,61,Female,Oyo,Mobile,Cash,Food,21871.02,10,2187.1,105,0,0,4.4,1,2,2.5,No,4.4,11.0
216,CUS00217,43,Female,Borno,Mobile,Debit card,Auto,80133.75,8,10016.72,1,0,3,5.0,5,1,1.2,No,1.0,6.0
217,CUS00218,49,Female,Oyo,Desktop,Debit card,Beauty,135044.53,6,22507.42,67,0,2,2.8,4,0,1.7,Yes,0.7,4.76
218,CUS00219,23,Male,Delta,Desktop,USSD,Food,115838.05,8,14479.76,27,0,0,5.0,1,0,5.8,No,5.0,29.0
219,CUS00220,49,Male,Oyo,Mobile,Bank transfer,Fashion,148090.42,3,49363.47,34,2,0,2.5,3,0,2.2,No,0.5,5.5
220,CUS00221,21,Female,Kaduna,Mobile,Bank transfer,Fashion,71370.16,8,8921.27,35,0,2,3.5,1,1,1.1,No,3.5,3.85
221,CUS00222,28,Female,Anambra,Desktop,Bank transfer,Fashion,145574.49,8,18196.81,20,0,2,2.8,3,1,0.3,No,0.933,0.84
222,CUS00223,34,Male,Abuja,Mobile,Debit card,Fashion,76301.31,1,76301.31,62,0,2,2.6,3,0,0.0,No,0.867,0.0
223,CUS00224,55,Female,Kaduna,Mobile,Debit card,Fashion,151221.33,12,12601.78,86,2,2,2.8,1,0,2.5,Yes,0.933,7.0
224,CUS00225,41,Male,Lagos,Tablet,Debit card,Books,84016.45,3,28005.48,59,2,0,3.4,7,0,3.0,Yes,0.378,10.2
225,CUS00226,22,Male,Rivers,Mobile,Debit card,Fashion,116825.41,8,14603.18,48,0,2,4.1,4,1,1.4,No,1.025,5.74
226,CUS00227,51,Male,Delta,Mobile,Bank transfer,Food,151380.06,13,11644.62,15,0,4,4.2,2,1,2.0,No,2.1,8.4
227,CUS00228,23,Female,Kano,Desktop,Cash,Fashion,76295.76,12,6357.98,60,1,2,2.6,6,1,0.2,Yes,0.371,0.52
228,CUS00229,39,Female,Bauchi,Mobile,Bank transfer,Electronics,94827.5,8,11853.44,109,3,0,2.5,1,0,2.2,Yes,0.625,5.5
229,CUS00230,28,Female,Kano,Mobile,Bank transfer,Fashion,142998.85,6,23833.14,33,1,2,2.6,1,0,2.7,No,1.3,7.02
230,CUS00231,33,Male,Kaduna,Mobile,Bank transfer,Electronics,79014.86,12,6584.57,33,0,0,3.4,1,1,1.2,No,3.4,4.08
231,CUS00232,50,Female,Lagos,Pc,Debit card,Electronics,25559.85,11,2323.62,28,0,3,3.3,7,1,4.5,Yes,0.471,14.85
232,CUS00233,26,Female,Borno,Desktop,Bank transfer,Sports,181435.32,4,45358.83,30,0,3,2.5,4,1,0.7,No,0.625,1.75
233,CUS00234,23,Male,Kaduna,Desktop,Debit card,Fashion,63860.6,4,15965.15,1,1,0,3.8,5,0,2.4,No,0.633,9.12
234,CUS00235,33,Female,Rivers,Desktop,Cash,Food,92144.02,1,92144.02,57,0,4,5.0,4,0,3.3,No,1.25,16.5
235,CUS00236,46,Female,Anambra,Pc,Bank transfer,Fashion,137020.3,8,17127.54,19,1,0,3.0,5,1,1.9,Yes,0.5,5.7
236,CUS00237,20,Male,Imo,Mobile,Bank transfer,Home,57617.77,7,8231.11,1,0,6,3.1,4,1,1.7,No,0.775,5.27
237,CUS00238,37,Male,Bauchi,Mobile,Bank transfer,Food,39645.94,13,3049.69,67,0,2,4.1,4,1,0.0,No,1.025,0.0
238,CUS00239,53,Female,Rivers,Desktop,Bank transfer,Fashion,96418.18,9,10713.13,12,0,0,2.9,4,0,4.0,Yes,0.725,11.6
239,CUS00240,36,Male,Delta,Phone,Bank transfer,Electronics,4311.56,14,307.97,34,3,0,4.2,2,1,1.7,No,0.84,7.14
240,CUS00241,43,Male,Borno,Desktop,Bank transfer,Food,72044.23,4,18011.06,88,2,3,2.8,3,2,2.8,Yes,0.56,7.84
241,CUS00242,20,Female,Delta,Desktop,Cash,Food,96026.74,13,7386.67,2,3,2,5.0,4,0,3.0,No,0.714,15.0
242,CUS00243,36,Female,Kaduna,Mobile,Bank transfer,Beauty,72852.16,5,14570.43,1,1,2,3.8,4,0,1.1,No,0.76,4.18
243,CUS00244,37,Female,Lagos,Mobile,POS,Fashion,15544.71,11,1413.16,53,0,6,2.9,1,2,1.7,Yes,2.9,4.93
244,CUS00245,49,Male,Rivers,Mobile,Cash,Home,156738.01,1,156738.01,79,2,1,2.9,1,0,4.0,Yes,0.967,11.6
245,CUS00246,24,Male,Enugu,Mobile,USSD,Electronics,89659.22,9,9962.14,1,0,3,3.0,6,1,0.3,No,0.5,0.9
246,CUS00247,58,Female,Borno,Mobile,Bank transfer,Fashion,149401.85,1,149401.85,57,1,5,4.9,3,0,5.2,No,1.225,25.48
247,CUS00248,50,Female,Lagos,Tablet,Debit card,Auto,73298.37,6,12216.39,62,0,3,2.2,5,0,0.9,Yes,0.44,1.98
248,CUS00249,57,Male,Anambra,Mobile,Debit card,Electronics,45399.46,10,4539.95,1,0,0,2.8,1,2,0.2,No,2.8,0.56
249,CUS00250,56,Male,Borno,Laptop,USSD,Beauty,97113.14,5,19422.63,68,3,4,2.9,1,0,2.2,Yes,0.725,6.38
250,CUS00251,35,Female,Delta,Mobile,Bank transfer,Auto,75289.58,2,37644.79,71,1,0,3.5,2,0,5.3,No,1.167,18.55
251,CUS00252,57,Female,Borno,Mobile,Bank transfer,Fashion,32000.73,12,2666.73,35,1,5,3.2,3,1,0.0,No,0.8,0.0
252,CUS00253,18,Female,Imo,Mobile,Debit card,Food,151140.29,7,21591.47,82,0,1,2.0,2,1,1.8,No,1.0,3.6
253,CUS00254,28,Female,Kaduna,Desktop,Debit card,Fashion,56997.84,5,11399.57,79,1,8,3.1,6,0,2.7,Yes,0.443,8.37
254,CUS00255,45,Male,Oyo,Mobile,Debit card,Food,2188.01,8,273.5,48,0,5,3.4,4,1,2.1,No,0.85,7.14
255,CUS00256,42,Male,Delta,Desktop,Debit card,Fashion,144767.47,21,6893.69,31,1,1,2.9,7,0,2.6,Yes,0.362,7.54
256,CUS00257,40,Male,Imo,Mobile,Cash,Food,62306.59,13,4792.81,15,0,3,4.2,4,1,0.9,No,1.05,3.78
257,CUS00258,48,Male,Bauchi,Mobile,Bank transfer,Fashion,57647.92,13,4434.46,43,1,4,4.4,1,1,1.1,No,2.2,4.84
258,CUS00259,47,Female,Abuja,Mobile,USSD,Electronics,5557.56,10,555.76,62,1,4,3.4,6,0,1.8,No,0.486,6.12
259,CUS00260,59,Male,Oyo,Mobile,Debit card,Beauty,163342.37,8,20417.8,35,0,3,3.7,2,1,0.3,No,1.85,1.11
260,CUS00261,52,Female,Kaduna,Mobile,Debit card,Electronics,26973.37,1,26973.37,1,1,5,1.3,4,1,1.9,Yes,0.26,2.47
261,CUS00262,24,Female,Enugu,Pc,Debit card,Electronics,87630.23,4,21907.56,83,0,2,3.1,2,0,1.4,No,1.55,4.34
262,CUS00263,33,Male,Oyo,Mobile,Debit card,Fashion,126067.91,5,25213.58,50,0,2,4.5,8,0,1.3,No,0.562,5.85
263,CUS00264,43,Male,Bauchi,Laptop,POS,Food,103977.26,1,103977.26,33,1,2,3.1,6,3,2.5,Yes,0.443,7.75
264,CUS00265,89,Female,Lagos,Mobile,USSD,Food,82315.56,2,41157.78,70,2,4,2.8,2,2,0.0,Yes,0.7,0.0
265,CUS00266,18,Male,Enugu,Laptop,Debit card,Books,8425.04,1,8425.04,90,0,3,5.0,3,0,1.7,No,1.667,8.5
266,CUS00267,29,Male,Delta,Desktop,Cash,Home,48562.38,7,6937.48,1,1,3,5.0,4,0,5.5,No,1.0,27.5
267,CUS00268,22,Male,Enugu,Desktop,USSD,Food,93451.02,12,7787.58,58,0,4,4.0,5,0,0.4,No,0.8,1.6
268,CUS00269,54,Female,Rivers,Mobile,POS,Fashion,49577.17,13,3813.63,2,0,0,4.6,4,2,3.9,No,1.15,17.94
269,CUS00270,49,Male,Bauchi,Mobile,POS,Fashion,94151.18,10,9415.12,59,0,3,1.3,1,0,2.1,No,1.3,2.73
270,CUS00271,26,Male,Borno,Desktop,Bank transfer,Books,115678.45,3,38559.48,48,0,3,2.7,2,0,1.1,No,1.35,2.97
271,CUS00272,58,Male,Imo,Tablet,Bank transfer,Electronics,128312.63,1,128312.63,64,2,6,3.0,3,0,0.0,Yes,0.6,0.0
272,CUS00273,52,Female,Oyo,Mobile,POS,Electronics,29821.93,1,29821.93,30,1,0,3.3,6,0,2.2,No,0.471,7.26
273,CUS00274,36,Female,Rivers,Mobile,Bank transfer,Books,183849.07,1,183849.07,1,0,6,3.0,4,0,4.2,No,0.75,12.6
274,CUS00275,33,Female,Enugu,Mobile,Debit card,Food,119536.57,3,39845.52,31,0,3,1.0,2,1,1.4,Yes,0.5,1.4
275,CUS00276,20,Male,Rivers,Mobile,Cash,Electronics,84922.86,7,12131.84,57,1,3,3.9,5,0,1.9,No,0.65,7.41
276,CUS00277,37,Male,Kano,Desktop,Bank transfer,Fashion,134029.15,2,67014.58,75,1,6,4.0,3,0,3.5,No,1.0,14.0
277,CUS00278,41,Male,Bauchi,Mobile,Bank transfer,Fashion,191443.35,9,21271.48,9,0,4,5.0,5,1,2.5,No,1.0,12.5
278,CUS00279,50,Male,Imo,Mobile,Debit card,Electronics,20257.6,6,3376.27,75,2,3,2.7,9,1,0.0,Yes,0.245,0.0
279,CUS00280,41,Female,Anambra,Tablet,Debit card,Home,74863.18,8,9357.9,25,2,3,2.6,3,1,2.1,Yes,0.52,5.46
280,CUS00281,28,Female,Lagos,Desktop,Bank transfer,Food,500.0,13,38.46,55,1,2,1.0,5,0,4.3,Yes,0.167,4.3
281,CUS00282,25,Male,Enugu,Desktop,Bank transfer,Beauty,93669.32,2,46834.66,29,1,2,3.2,2,0,1.9,No,1.067,6.08
282,CUS00283,53,Male,Bauchi,Mobile,USSD,Food,101442.74,10,10144.27,50,1,1,4.4,3,0,0.0,No,1.1,0.0
283,CUS00284,55,Male,Anambra,Desktop,Bank transfer,Food,83237.7,7,11891.1,71,1,2,2.9,4,1,2.6,Yes,0.58,7.54
284,CUS00285,57,Female,Anambra,Mobile,Debit card,Fashion,55545.99,6,9257.66,8,2,0,5.0,3,0,1.7,No,1.0,8.5
285,CUS00286,37,Male,Kaduna,Mobile,Debit card,Auto,500.0,12,41.67,24,2,3,3.2,8,1,0.0,Yes,0.32,0.0
286,CUS00287,52,Female,Imo,Tablet,Debit card,Fashion,101809.02,12,8484.09,50,0,2,3.6,3,1,0.0,Yes,1.2,0.0
287,CUS00288,42,Female,Rivers,Tablet,Bank transfer,Fashion,150494.55,3,50164.85,117,0,2,2.1,5,1,3.5,Yes,0.42,7.35
288,CUS00289,52,Male,Anambra,Mobile,USSD,Home,58404.17,7,8343.45,19,0,3,3.8,1,0,0.9,No,3.8,3.42
289,CUS00290,42,Male,Kano,Mobile,Debit card,Food,104802.7,9,11644.74,106,2,0,1.5,4,0,0.6,Yes,0.25,0.9
290,CUS00291,46,Male,Bauchi,Desktop,Bank transfer,Fashion,14433.51,6,2405.58,105,0,6,4.2,6,0,1.9,Yes,0.7,7.98
291,CUS00292,35,Male,Abuja,Mobile,Bank transfer,Electronics,105574.59,10,10557.46,42,1,2,4.2,2,2,1.0,Yes,1.4,4.2
292,CUS00293,63,Male,Abuja,Mobile,Debit card,Beauty,67297.8,9,7477.53,36,1,2,4.9,1,1,2.2,No,2.45,10.78
293,CUS00294,35,Female,Borno,Desktop,Bank transfer,Fashion,50691.19,17,2981.83,24,2,1,2.5,4,0,1.7,Yes,0.417,4.25
294,CUS00295,19,Female,Borno,Tablet,Debit card,Fashion,50783.64,1,50783.64,42,1,3,3.7,4,1,0.2,Yes,0.74,0.74
295,CUS00296,52,Male,Enugu,Desktop,Bank transfer,Fashion,67287.48,7,9612.5,2,0,5,4.1,5,1,1.2,No,0.82,4.92
296,CUS00297,33,Male,Borno,Pc,Bank transfer,Food,102209.5,3,34069.83,42,0,5,3.9,8,1,2.7,No,0.488,10.53
297,CUS00298,58,Male,Delta,Mobile,Debit card,Sports,25952.66,11,2359.33,89,0,4,2.6,3,0,2.1,Yes,0.867,5.46
298,CUS00299,53,Female,Rivers,Pc,POS,Fashion,67129.81,1,67129.81,26,0,4,1.1,2,1,1.9,Yes,0.55,2.09
299,CUS00300,50,Male,Delta,Desktop,Debit card,Food,83133.77,9,9237.09,37,0,2,3.8,1,2,4.9,No,3.8,18.62
300,CUS00301,21,Female,Anambra,Mobile,Bank transfer,Fashion,35543.23,4,8885.81,1,0,0,3.3,4,2,3.1,No,0.825,10.23
301,CUS00302,50,Male,Bauchi,Mobile,Bank transfer,Fashion,165849.93,4,41462.48,56,3,2,2.9,4,3,3.3,Yes,0.414,9.57
302,CUS00303,31,Male,Enugu,Tablet,Debit card,Electronics,46592.7,1,46592.7,52,0,2,4.3,2,0,1.8,No,2.15,7.74
303,CUS00304,38,Female,Oyo,Desktop,Bank transfer,Electronics,54875.34,5,10975.07,46,3,5,3.5,5,2,2.3,Yes,0.438,8.05
304,CUS00305,37,Male,Anambra,Mobile,Bank transfer,Fashion,40976.14,13,3152.01,38,2,3,2.2,4,0,1.4,Yes,0.367,3.08
305,CUS00306,25,Male,Rivers,Desktop,Debit card,Fashion,165931.6,7,23704.51,36,2,6,1.6,4,1,3.2,Yes,0.267,5.12
306,CUS00307,43,Male,Abuja,Laptop,Debit card,Food,109880.74,11,9989.16,60,0,5,2.4,2,1,1.8,No,1.2,4.32
307,CUS00308,20,Female,Imo,Mobile,Bank transfer,Food,42853.36,16,2678.34,44,1,2,5.0,3,0,2.3,No,1.25,11.5
308,CUS00309,34,Female,Borno,Desktop,USSD,Beauty,134780.42,9,14975.6,54,0,0,4.2,1,1,2.2,No,4.2,9.24
309,CUS00310,50,Female,Kaduna,Mobile,Bank transfer,Electronics,94031.44,5,18806.29,51,2,5,3.7,4,1,2.0,No,0.617,7.4
310,CUS00311,29,Female,Bauchi,Desktop,USSD,Fashion,96576.4,10,9657.64,78,0,5,3.3,4,0,6.4,No,0.825,21.12
311,CUS00312,43,Female,Lagos,Mobile,Bank transfer,Fashion,69498.53,5,13899.71,65,0,0,3.3,4,2,1.0,Yes,0.825,3.3
312,CUS00313,39,Female,Imo,Mobile,Bank transfer,Fashion,51276.28,5,10255.26,50,0,6,4.7,5,0,1.0,No,0.94,4.7
313,CUS00314,63,Male,Delta,Pc,Debit card,Books,100199.47,1,100199.47,90,0,3,3.0,4,2,3.0,Yes,0.75,9.0
314,CUS00315,47,Female,Borno,Desktop,Debit card,Electronics,60471.07,12,5039.26,57,0,3,4.1,3,2,1.1,Yes,1.367,4.51
315,CUS00316,55,Male,Enugu,Mobile,USSD,Fashion,166754.0,6,27792.33,84,2,6,3.2,4,0,1.6,Yes,0.533,5.12
316,CUS00317,55,Female,Delta,Desktop,Bank transfer,Sports,27881.9,8,3485.24,63,0,5,5.0,1,0,0.4,No,5.0,2.0
317,CUS00318,62,Female,Bauchi,Mobile,Bank transfer,Fashion,154127.05,2,77063.52,1,0,4,4.2,2,0,2.7,No,2.1,11.34
318,CUS00319,25,Male,Delta,Desktop,Bank transfer,Fashion,79990.65,10,7999.06,84,1,3,4.7,4,0,2.8,No,0.94,13.16
319,CUS00320,44,Female,Bauchi,Mobile,Cash,Sports,98458.86,4,24614.72,49,3,4,2.9,2,0,1.5,Yes,0.58,4.35
320,CUS00321,44,Female,Delta,Mobile,Bank transfer,Electronics,122492.1,7,17498.87,43,2,2,4.6,5,2,3.1,Yes,0.657,14.26
321,CUS00322,51,Female,Imo,Mobile,Bank transfer,Fashion,56638.78,12,4719.9,53,0,2,3.2,2,2,0.0,No,1.6,0.0
322,CUS00323,38,Female,Kano,Desktop,Debit card,Food,123891.18,11,11262.83,34,0,1,3.6,4,1,0.9,No,0.9,3.24
323,CUS00324,89,Male,Imo,Mobile,Bank transfer,Electronics,500.0,7,71.43,51,4,2,5.0,4,0,1.7,Yes,0.625,8.5
324,CUS00325,50,Male,Oyo,Mobile,Debit card,Beauty,52600.47,1,52600.47,27,4,2,2.5,6,0,0.2,Yes,0.25,0.5
325,CUS00326,43,Female,Anambra,Desktop,Bank transfer,Fashion,43417.17,21,2067.48,83,1,1,3.7,5,0,0.0,Yes,0.617,0.0
326,CUS00327,64,Female,Anambra,Desktop,Bank transfer,Food,28592.23,16,1787.01,41,0,3,3.9,5,0,1.5,No,0.78,5.85
327,CUS00328,50,Male,Rivers,Desktop,USSD,Fashion,75327.03,11,6847.91,33,2,2,4.0,1,0,3.0,No,1.333,12.0
328,CUS00329,22,Male,Borno,Desktop,Debit card,Beauty,102358.75,4,25589.69,17,0,4,3.0,6,3,3.9,Yes,0.5,11.7
329,CUS00330,36,Male,Imo,Mobile,Bank transfer,Food,116619.7,7,16659.96,53,0,0,5.0,7,1,1.2,No,0.714,6.0
330,CUS00331,21,Female,Imo,Desktop,USSD,Beauty,95839.45,5,19167.89,50,2,2,2.2,3,0,3.1,Yes,0.44,6.82
331,CUS00332,52,Female,Lagos,Mobile,Bank transfer,Electronics,55043.79,14,3931.7,56,1,3,5.0,4,1,3.0,No,1.0,15.0
332,CUS00333,34,Male,Lagos,Mobile,USSD,Sports,101605.74,9,11289.53,14,0,2,4.7,2,0,3.8,No,2.35,17.86
333,CUS00334,61,Male,Rivers,Mobile,Debit card,Fashion,90592.86,4,22648.22,1,0,2,5.0,1,0,1.5,No,5.0,7.5
334,CUS00335,45,Male,Kaduna,Mobile,Cash,Electronics,127122.53,5,25424.51,63,1,0,1.9,2,0,0.0,Yes,0.633,0.0
335,CUS00336,47,Male,Anambra,Desktop,Debit card,Food,119962.15,13,9227.86,89,1,3,2.6,2,2,2.1,Yes,0.867,5.46
336,CUS00337,46,Male,Kaduna,Mobile,Debit card,Fashion,86371.44,16,5398.22,14,1,4,5.0,3,0,0.5,No,1.25,2.5
337,CUS00338,63,Female,Borno,Phone,Bank transfer,Fashion,44623.61,15,2974.91,92,2,3,1.6,2,0,0.9,Yes,0.4,1.44
338,CUS00339,23,Female,Bauchi,Mobile,Bank transfer,Books,55617.24,11,5056.11,53,0,5,1.9,2,2,1.5,Yes,0.95,2.85
339,CUS00340,52,Male,Bauchi,Mobile,Bank transfer,Fashion,60259.48,6,10043.25,44,1,3,3.0,3,0,1.5,No,0.75,4.5
340,CUS00341,58,Male,Abuja,Mobile,Bank transfer,Books,70813.01,1,70813.01,33,0,3,3.7,2,0,2.2,No,1.85,8.14
341,CUS00342,54,Male,Delta,Desktop,Debit card,Fashion,97062.27,9,10784.7,3,0,3,5.0,5,0,3.1,No,1.0,15.5
342,CUS00343,41,Female,Lagos,Laptop,Bank transfer,Fashion,117182.85,7,16740.41,74,2,4,3.3,5,1,1.4,Yes,0.471,4.62
343,CUS00344,46,Female,Abuja,Mobile,Debit card,Food,82699.66,8,10337.46,21,0,0,2.9,8,1,2.6,Yes,0.362,7.54
344,CUS00345,43,Female,Oyo,Phone,Bank transfer,Food,85725.62,8,10715.7,21,0,1,3.8,6,2,2.0,No,0.633,7.6
345,CUS00346,48,Male,Rivers,Pc,Debit card,Fashion,91448.78,1,91448.78,74,0,6,4.0,4,0,3.4,No,1.0,13.6
346,CUS00347,52,Female,Rivers,Pc,USSD,Fashion,61784.26,10,6178.43,1,2,0,3.9,2,1,1.7,No,0.975,6.63
347,CUS00348,50,Female,Bauchi,Mobile,Bank transfer,Food,43357.35,11,3941.58,1,1,2,3.3,4,0,1.9,Yes,0.66,6.27
348,CUS00349,38,Female,Imo,Mobile,Debit card,Electronics,6005.29,11,545.94,44,2,5,1.5,4,0,1.4,Yes,0.25,2.1
349,CUS00350,49,Female,Anambra,Desktop,Bank transfer,Beauty,53718.28,12,4476.52,53,0,2,2.6,2,1,1.8,No,1.3,4.68
350,CUS00351,40,Female,Kaduna,Tablet,Debit card,Food,106291.55,11,9662.87,59,0,2,4.9,5,1,0.8,No,0.98,3.92
351,CUS00352,50,Female,Lagos,Mobile,Debit card,Fashion,53368.99,5,10673.8,35,0,3,3.7,1,1,0.7,No,3.7,2.59
352,CUS00353,20,Male,Abuja,Desktop,Bank transfer,Fashion,74298.68,7,10614.1,120,0,2,3.2,3,1,3.2,Yes,1.067,10.24
353,CUS00354,35,Female,Kaduna,Desktop,Debit card,Food,105989.41,8,13248.68,38,0,3,4.6,5,0,0.4,No,0.92,1.84
354,CUS00355,42,Male,Imo,Desktop,USSD,Food,108431.03,8,13553.88,38,0,1,2.4,3,0,1.5,Yes,0.8,3.6
355,CUS00356,59,Male,Abuja,Mobile,USSD,Electronics,36421.02,12,3035.08,21,2,5,5.0,3,1,3.5,Yes,1.0,17.5
356,CUS00357,48,Male,Delta,Mobile,Debit card,Auto,129867.67,11,11806.15,48,0,5,3.6,3,2,1.5,No,1.2,5.4
357,CUS00358,20,Male,Oyo,Mobile,Cash,Electronics,135730.75,8,16966.34,63,3,2,3.1,2,2,3.2,Yes,0.62,9.92
358,CUS00359,57,Female,Oyo,Mobile,USSD,Fashion,34156.76,19,1797.72,81,1,0,3.6,6,1,1.1,No,0.514,3.96
359,CUS00360,63,Male,Kaduna,Mobile,Bank transfer,Food,47927.34,8,5990.92,1,0,1,3.3,1,1,0.4,No,3.3,1.32
360,CUS00361,41,Female,Kaduna,Desktop,Bank transfer,Fashion,138599.08,1,138599.08,37,2,2,2.1,4,1,0.0,Yes,0.35,0.0
361,CUS00362,49,Female,Kaduna,Desktop,Bank transfer,Fashion,78391.59,14,5599.4,58,0,4,3.7,4,1,4.0,Yes,0.925,14.8
362,CUS00363,64,Female,Abuja,Pc,Bank transfer,Electronics,500.0,5,100.0,62,0,0,2.2,4,0,0.3,Yes,0.55,0.66
363,CUS00364,39,Male,Delta,Mobile,Bank transfer,Sports,22014.33,3,7338.11,45,0,1,3.7,4,1,3.1,Yes,0.925,11.47
364,CUS00365,40,Female,Kano,Mobile,Bank transfer,Fashion,73778.37,6,12296.39,61,3,4,4.9,2,0,0.5,No,0.98,2.45
365,CUS00366,19,Female,Kaduna,Tablet,POS,Electronics,32663.08,8,4082.88,20,0,4,3.2,6,0,4.0,No,0.533,12.8
366,CUS00367,44,Female,Anambra,Mobile,Bank transfer,Fashion,66395.93,8,8299.49,91,1,1,2.3,1,2,5.3,Yes,1.15,12.19
367,CUS00368,59,Female,Borno,Desktop,USSD,Auto,86457.83,1,86457.83,74,0,0,3.4,3,1,0.0,No,1.133,0.0
368,CUS00369,19,Male,Imo,Mobile,Bank transfer,Electronics,150801.46,2,75400.73,4,1,9,2.7,1,0,0.4,No,1.35,1.08
369,CUS00370,43,Female,Borno,Desktop,Debit card,Food,71929.57,9,7992.17,12,3,4,4.1,1,0,3.2,No,1.025,13.12
370,CUS00371,34,Female,Lagos,Mobile,Bank transfer,Food,133264.38,11,12114.94,13,2,2,3.4,7,0,2.1,Yes,0.378,7.14
371,CUS00372,57,Female,Lagos,Mobile,Bank transfer,Food,149294.21,11,13572.2,65,0,4,5.0,5,0,3.2,No,1.0,16.0
372,CUS00373,50,Male,Imo,Mobile,USSD,Fashion,149543.94,4,37385.98,6,2,2,4.7,4,2,1.1,No,0.783,5.17
373,CUS00374,26,Female,Abuja,Laptop,Debit card,Fashion,97813.96,3,32604.65,35,1,4,3.3,2,1,5.0,No,1.1,16.5
374,CUS00375,60,Male,Imo,Laptop,Debit card,Fashion,500.0,5,100.0,58,1,3,4.2,5,3,2.2,Yes,0.7,9.24
